Timestamp,Pelvis_extension,Pelvis_lateral_flexion_rotation,Pelvis_axial_rotation,LeftHip_flexion,LeftHip_adduction,LeftHip_external_rotation,LeftKnee_flexion,LeftKnee_adduction,LeftKnee_external_rotation,LeftAnkle_dorsiflexion,LeftAnkle_inversion,LeftAnkle_internal_rotation,RightHip_flexion,RightHip_adduction,RightHip_external_rotation,RightKnee_flexion,RightKnee_adduction,RightKnee_external_rotation,RightAnkle_dorsiflexion,RightAnkle_inversion,RightAnkle_internal_rotation,Thorax_extension,Thorax_lateral_flexion_rotation,Thorax_axial_rotation,LeftScapula_protraction,LeftScapula_medial_rotation,LeftScapula_posterior_tilt,LeftShoulder_flexion,LeftShoulder_abduction,LeftShoulder_external_rotation,LeftElbow_flexion,LeftElbow_abduction,LeftElbow_pronation,LeftWrist_flexion,LeftWrist_abduction,LeftWrist_pronation,Neck_flexion,Neck_left-ward_tilt,Neck_right-ward_rotation,RightScapula_protraction,RightScapula_medial_rotation,RightScapula_posterior_tilt,RightShoulder_flexion,RightShoulder_abduction,RightShoulder_external_rotation,RightElbow_flexion,RightElbow_abduction,RightElbow_pronation,RightWrist_flexion,RightWrist_abduction,RightWrist_pronation
120,-10.69803,1.438827,-1.725784,12.08121,0.0728303,-2.916382,-10.30278,-0.000143434,0,7.374588,-4.126322,-14.25924,9.089191,-1.783677,0.564406,-4.337838,-0.0008537737,0,6.056215,-6.375633,-7.26863,2.845031,0.2311473,-1.727937,-14.04293,-2.693253,16.65677,-6.558494,0,4.38671,6.273887,-4.158144,-0.8513383,0.7246976,-17.11165,-2.303588,-2.483883,-0.4714948,-0.6214961,22.33131,-2.217598,-7.621331,-5.970414,-1.438719,7.753562,5.913872,-3.285908,0.3351346,8.070419,-19.69225,0.5811456
130,-10.69667,1.524853,-1.761475,12.45414,0.1473818,-2.954129,-11.0527,-0.0001297736,0,7.594141,-4.370645,-14.29317,9.231077,-1.874306,0.3871488,-4.63202,-0.0009972076,0,6.128327,-6.434742,-7.11312,2.866145,0.2291255,-1.799941,-14.04863,-2.702446,16.66224,-6.540949,0,4.36656,6.27573,-4.125639,-0.8329825,0.5169988,-17.17405,-2.331961,-2.540218,-0.4361827,-0.5977437,22.31785,-2.221137,-7.639797,-5.982025,-1.44618,7.810233,5.911584,-3.252283,0.4969283,7.928949,-19.87913,0.5951191
140,-10.69971,1.599398,-1.790019,12.8556,0.2072826,-2.953069,-11.84195,-0.0001366038,0,7.840047,-4.618772,-14.34779,9.552795,-1.950019,0.2093567,-5.258964,-0.001277245,0.02797646,6.319689,-6.565403,-6.952628,2.886901,0.2301979,-1.868965,-14.05422,-2.700411,16.66434,-6.53423,-0.02797646,4.362449,6.283411,-4.09435,-0.8130105,0.4837596,-17.15864,-2.337829,-2.599626,-0.4097294,-0.5814822,22.27781,-2.229585,-7.659858,-5.995838,-1.456562,7.854793,5.911219,-3.228828,0.598725,7.932687,-19.87037,0.5938025
150,-10.70164,1.660173,-1.805911,13.26516,0.2588983,-2.868807,-12.64149,-0.0001229434,0,8.102902,-4.859297,-14.46703,9.983218,-2.010664,0.03426402,-6.087437,-0.001605095,0,6.573367,-6.749231,-6.792896,2.906633,0.2389678,-1.935529,-14.06111,-2.683144,16.66418,-6.541219,0,4.372462,6.302821,-4.068136,-0.7930291,0.2846186,-17.20834,-2.366205,-2.659842,-0.3971414,-0.5706123,22.2725,-2.243389,-7.681759,-6.010956,-1.472596,7.883261,5.918278,-3.19407,0.8003972,7.778721,-20.02254,0.5961047
160,-10.68839,1.697111,-1.814128,13.65398,0.2876398,-2.804562,-13.43018,-0.000109283,0,8.376065,-5.090957,-14.54993,10.4792,-2.050676,-0.1219466,-7.065997,-0.001926113,0.02797646,6.882819,-6.973671,-6.622646,2.921278,0.2609406,-1.999782,-14.06961,-2.646036,16.65982,-6.55646,0,4.391586,6.332304,-4.051955,-0.7712635,0.08156469,-17.24905,-2.393674,-2.717862,-0.4029334,-0.5650989,22.26912,-2.265424,-7.699801,-6.022816,-1.499983,7.896908,5.938349,-3.159434,1.019908,7.744609,-20.38579,0.6233823
170,-10.65942,1.705259,-1.818761,14.00442,0.2981036,-2.746234,-14.19139,-8.879246E-05,0,8.651947,-5.322637,-14.61059,11.0004,-2.081603,-0.3946573,-8.133494,-0.002294944,0.02797646,7.222408,-7.219667,-6.309753,2.927972,0.2989642,-2.062414,-14.08337,-2.588963,16.64951,-6.576618,0.05595291,4.414208,6.371814,-4.044626,-0.7501709,-0.1235407,-17.26153,-2.438714,-2.772482,-0.4277543,-0.5612772,22.26488,-2.29676,-7.712382,-6.03241,-1.540404,7.898533,5.971891,-3.123186,1.244584,7.845328,-20.52092,0.6486109
180,-10.61858,1.679892,-1.817254,14.30846,0.2882272,-2.691664,-14.91167,-7.513208E-05,0,8.928675,-5.554638,-14.6502,11.51972,-2.103377,-0.7561465,-9.239163,-0.002896,0.02797646,7.561719,-7.445241,-5.906807,2.929175,0.358742,-2.127805,-14.09074,-2.492602,16.63576,-6.605687,0.1426525,4.433209,6.428523,-4.045371,-0.7378095,-0.1153499,-17.30827,-2.429466,-2.847576,-0.5081388,-0.555319,22.25669,-2.341512,-7.722428,-6.051034,-1.591393,7.86122,6.029061,-3.095947,1.503241,7.864319,-20.64664,0.646193
190,-10.5638,1.618243,-1.813481,14.55817,0.2496434,-2.656455,-15.56946,-9.562265E-05,0,9.186819,-5.775369,-14.65774,12.01255,-2.105904,-1.128826,-10.33415,-0.003524378,0.03956468,7.862248,-7.649621,-5.521445,2.904477,0.4357934,-2.212401,-14.14994,-2.378012,16.62428,-6.630991,0.2601963,4.426147,6.50837,-4.066422,-0.7308815,-0.09278741,-17.43547,-2.446647,-2.897662,-0.6167388,-0.5256317,22.22426,-2.397827,-7.716402,-6.042735,-1.654102,7.87598,6.091428,-3.083352,1.723969,8.059221,-20.81439,0.6641131
200,-10.49173,1.525612,-1.810349,14.74719,0.1900842,-2.61142,-16.14831,-0.0001366038,0,9.407258,-5.985219,-14.6678,12.46367,-2.087975,-1.449019,-11.39095,-0.004111774,0.03956468,8.118249,-7.81933,-5.211355,2.886562,0.5098736,-2.280446,-14.19605,-2.274296,16.60995,-6.683808,0.3986039,4.424467,6.604321,-4.106399,-0.7348864,-0.1219466,-17.41233,-2.453038,-2.952075,-0.7320734,-0.5089886,22.19906,-2.457584,-7.720217,-6.051131,-1.740913,7.883022,6.142195,-3.083953,1.929655,8.058271,-20.83193,0.6691033
210,-10.39391,1.409013,-1.812078,14.83365,0.1168987,-2.542836,-16.58854,-0.0001502642,0,9.567416,-6.169915,-14.70133,12.84337,-2.062669,-1.821342,-12.3801,-0.005108981,0.04423466,8.359098,-7.943333,-4.869087,2.855471,0.5994106,-2.344768,-14.23876,-2.16573,16.57642,-6.727707,0.5709552,4.416639,6.698698,-4.161436,-0.7486043,-0.1203313,-17.45643,-2.466645,-2.988651,-0.8623729,-0.4929749,22.17209,-2.516132,-7.700081,-6.042799,-1.839837,7.891355,6.198655,-3.109116,2.113592,8.301015,-21.02356,0.7080355
220,-10.26696,1.28495,-1.826921,14.79244,0.04499046,-2.452958,-16.8503,-0.0001639245,0,9.654574,-6.319073,-14.77429,13.09506,-2.034884,-2.184536,-13.20333,-0.006154,0.04845664,8.573293,-8.011929,-4.52303,2.807562,0.7016312,-2.395145,-14.26344,-2.062854,16.52143,-6.751075,0.7735435,4.409837,6.778733,-4.224971,-0.7710097,-0.1083524,-17.48412,-2.481518,-2.991008,-0.9749002,-0.4913847,22.15263,-2.568786,-7.652297,-6.011576,-1.942392,7.899517,6.258054,-3.159475,2.253683,9.027849,-21.29238,0.7803435
230,-10.08524,1.192421,-1.866554,14.63459,0.01265634,-2.355095,-17.0048,-0.0001502642,0,9.703061,-6.449816,-14.89453,13.17084,-2.027733,-2.418647,-13.81585,-0.006898491,0.05595291,8.763898,-8.036838,-4.27448,2.743881,0.8152514,-2.433331,-14.26663,-1.968379,16.45038,-6.745059,1.004052,4.401347,6.832309,-4.290315,-0.8001527,-0.08622923,-17.48635,-2.498105,-2.96141,-1.067497,-0.5035778,22.13946,-2.620033,-7.578647,-5.956806,-2.044496,7.909311,6.317238,-3.229511,2.334729,9.453114,-21.40246,0.8030819
240,-9.856064,1.141331,-1.941687,14.39486,0.02755298,-2.270986,-17.09899,-0.0001639245,0,9.736114,-6.571414,-15.04713,13.0753,-2.057151,-2.594651,-14.20514,-0.007465397,0.05595291,8.926451,-8.010747,-4.048882,2.688025,0.9943389,-2.476781,-14.28766,-1.805014,16.41789,-6.723887,1.312688,4.369853,6.851143,-4.346507,-0.8320423,-0.05233916,-17.45475,-2.515284,-2.944638,-1.215869,-0.5151029,22.13104,-2.670222,-7.488626,-5.897408,-2.178975,7.932459,6.383343,-3.326487,2.352684,10.00199,-21.4035,0.8108415
250,-9.647587,1.093568,-2.070087,14.15237,0.04889733,-2.220261,-17.15488,-0.0001570944,0,9.762774,-6.689105,-15.21946,12.96365,-2.091015,-2.725916,-14.54774,-0.00797083,0.05934703,9.123996,-7.977647,-3.822542,2.62152,1.188064,-2.529639,-14.25666,-1.780603,16.38793,-6.664533,1.639486,4.311659,6.840686,-4.398663,-0.8609378,0,-17.4238,-2.525612,-2.932581,-1.36879,-0.5207698,22.12175,-2.722056,-7.380945,-5.810688,-2.306135,7.967354,6.446463,-3.439069,2.314184,10.50573,-21.45,0.8221055
260,-9.495728,1.092127,-2.204247,13.96529,0.123442,-2.177357,-17.21677,-0.0001707547,0,9.806702,-6.810956,-15.39806,12.84475,-2.177758,-2.871058,-14.77646,-0.008380642,0.06255726,9.300159,-7.914912,-3.587687,2.555582,1.360649,-2.60459,-14.2521,-1.736337,16.38375,-6.578765,1.911518,4.218277,6.804896,-4.413163,-0.8784871,0.05233916,-17.3529,-2.533968,-2.971638,-1.521821,-0.4981082,22.10482,-2.751521,-7.283676,-5.715872,-2.423416,8.026012,6.49359,-3.538263,2.233619,10.93313,-21.53786,0.8425589
270,-9.349982,1.113014,-2.361569,13.78865,0.2192696,-2.159486,-17.27905,-0.0001775849,0,9.860153,-6.923851,-15.57946,12.71212,-2.288188,-3.011554,-14.96854,-0.008517246,0.06255726,9.455754,-7.840005,-3.343573,2.501785,1.499452,-2.697113,-14.23908,-1.728673,16.40127,-6.484132,2.104219,4.104868,6.733098,-4.361526,-0.8886743,0.08846933,-17.24042,-2.551059,-3.052232,-1.626575,-0.4605518,22.08772,-2.75355,-7.213275,-5.630228,-2.515673,8.09988,6.527955,-3.627848,2.136158,10.86381,-21.57192,0.844183
280,-9.209849,1.144904,-2.536285,13.61981,0.3181502,-2.162746,-17.33165,-0.0001775849,0,9.915818,-7.017459,-15.75773,12.57178,-2.403038,-3.137812,-15.12955,-0.008756302,0.06255726,9.57912,-7.755263,-3.105073,2.448725,1.561566,-2.787831,-14.20167,-1.737573,16.38992,-6.371291,2.205135,4.009178,6.61678,-4.245495,-0.9076288,0.1607126,-17.10882,-2.567274,-3.171694,-1.640782,-0.429328,22.09118,-2.685945,-7.166862,-5.576294,-2.58278,8.176099,6.581119,-3.670318,2.040951,11.61634,-21.55841,0.9255615
290,-9.080388,1.176889,-2.724408,13.47153,0.4037257,-2.186059,-17.38607,-0.0001912453,0,9.97707,-7.091014,-15.92818,12.44106,-2.500921,-3.193776,-15.27744,-0.009282228,0.0656106,9.682756,-7.642183,-2.902927,2.433974,1.584631,-2.884323,-14.15496,-1.789161,16.41291,-6.282006,2.251337,3.943136,6.470691,-4.059386,-0.9481196,0.2246844,-16.9339,-2.590121,-3.365692,-1.614677,-0.3986039,22.10027,-2.653856,-7.169545,-5.568064,-2.61187,8.246566,6.59276,-3.739529,2.004962,11.69408,-21.71718,0.9628648
300,-8.967077,1.201444,-2.915711,13.35053,0.473899,-2.219996,-17.45376,-0.0001775849,0,10.04794,-7.150819,-16.08934,12.32227,-2.574981,-3.148027,-15.40992,-0.009965247,0.06852804,9.797596,-7.509691,-2.782067,2.472747,1.591004,-3.00635,-14.11948,-1.856842,16.48994,-6.198591,2.348854,3.905987,6.269854,-3.921601,-1.005415,0.2676108,-16.75579,-2.613818,-3.647387,-1.580069,-0.3477423,22.1028,-2.61976,-7.212132,-5.618206,-2.631506,8.316138,6.599657,-3.807093,2.028351,11.78597,-21.87374,1.006582
310,-8.868026,1.213007,-3.052681,13.25429,0.540951,-2.208948,-17.5542,-0.0001366038,0,10.13912,-7.215275,-16.23869,12.21387,-2.64217,-3.091425,-15.53055,-0.01074389,0.07912937,9.936165,-7.381884,-2.698201,2.552747,1.582917,-3.161307,-14.10663,-1.932964,16.60501,-6.154216,2.418808,3.90055,6.068859,-3.759555,-1.073743,0.1631294,-16.65854,-2.63745,-4.005115,-1.539258,-0.2697954,22.09975,-2.53178,-7.263041,-5.709834,-2.64338,8.40366,6.595912,-3.869958,2.084126,11.65859,-21.88018,1.026982
330,-8.78199,1.221955,-3.213514,13.19362,0.5988437,-2.233619,-17.70294,-6.83019E-05,0,10.25705,-7.287067,-16.37471,12.10664,-2.693424,-2.910335,-15.63791,-0.01140642,0.07661668,10.12304,-7.252234,-2.701826,2.654907,1.556436,-3.347552,-14.12085,-2.020466,16.73527,-6.139992,2.454394,3.934182,5.879066,-3.580256,-1.146713,0.04845664,-16.54264,-2.678761,-4.417034,-1.486174,-0.166689,22.08379,-2.435195,-7.319334,-5.824939,-2.645305,8.489235,6.590053,-3.925235,2.167628,11.45576,-21.85544,1.004831
340,-8.652219,1.230288,-3.501461,13.2123,0.7237815,-2.291064,-18.20944,0.0001024528,0,10.59492,-7.477159,-16.59415,11.9569,-2.795091,-2.347604,-15.90316,-0.0113791,0.08156469,10.62925,-7.048366,-2.911747,2.87984,1.445172,-3.745804,-14.16342,-2.249154,16.98099,-6.173523,2.434054,4.1524,5.552662,-3.328966,-1.403885,-0.05595291,-16.38198,-2.737024,-5.335828,-1.31518,0.03426402,22.05561,-2.206172,-7.394066,-6.013076,-2.555199,8.522738,6.62081,-4.037209,2.386221,11.23565,-21.92567,1.000929
350,-8.596445,1.238102,-3.590251,13.306,0.8122461,-2.300102,-18.60793,0.000252717,0,10.8266,-7.607417,-16.65626,11.93707,-2.877135,-2.060421,-16.10914,-0.01091464,0.07401875,10.9478,-6.957921,-3.0695,2.972297,1.365942,-3.928698,-14.17146,-2.368771,17.06682,-6.214323,2.389746,4.345845,5.389107,-3.174986,-1.452392,-0.220287,-16.37254,-2.780308,-5.792444,-1.176719,0.1119058,22.06032,-2.071187,-7.389951,-6.059516,-2.463786,8.438344,6.634155,-4.110797,2.504287,11.21768,-21.88171,0.9799869
360,-8.522216,1.261085,-3.67493,13.44653,0.9174106,-2.341092,-19.13118,0.0005600755,0,11.11466,-7.761854,-16.66612,11.93479,-2.992333,-1.796349,-16.38364,-0.01025211,0.06852804,11.30982,-6.870515,-3.199472,3.046454,1.277478,-4.094765,-14.16277,-2.480008,17.12862,-6.272699,2.342345,4.579635,5.276446,-3.034605,-1.469137,-0.4116447,-16.38866,-2.827916,-6.230989,-1.026031,0.165511,22.08148,-1.932179,-7.365138,-6.097797,-2.364882,8.293147,6.660294,-4.17302,2.585886,11.15733,-21.85335,0.964895
370,-8.468074,1.294198,-3.719418,13.65376,1.032581,-2.358583,-19.76654,0.0008810944,0,11.46994,-7.925834,-16.63619,11.9825,-3.130569,-1.585232,-16.72914,-0.009261737,0.06255726,11.70966,-6.786906,-3.308609,3.103118,1.183016,-4.248191,-14.14833,-2.579537,17.17505,-6.328743,2.308256,4.831321,5.197764,-2.924291,-1.456428,-0.9069818,-16.64447,-2.923221,-6.64768,-0.8845778,0.1978235,22.11172,-1.796982,-7.327908,-6.127655,-2.259667,8.090851,6.698229,-4.218277,2.611345,11.33607,-21.91285,0.9759852
380,-8.411579,1.34093,-3.750871,13.95106,1.177265,-2.265377,-20.57367,0.001256755,0,11.90094,-8.107906,-16.67104,12.09613,-3.295184,-1.397598,-17.20115,-0.008483095,0.05595291,12.16261,-6.720537,-3.395518,3.142861,1.084463,-4.390615,-14.1326,-2.671294,17.2002,-6.383466,2.296184,5.08606,5.151949,-2.851659,-1.416236,-1.105176,-16.72686,-2.980321,-7.035755,-0.7562249,0.2093567,22.1466,-1.66994,-7.298235,-6.164402,-2.152405,7.845354,6.75993,-4.242442,2.568722,11.61344,-22.01805,0.9995593
390,-8.350989,1.403604,-3.773253,14.39467,1.660911,-0.4311472,-21.63721,0.001215774,0,12.37879,-8.36537,-18.42232,12.27168,-3.485056,-1.225092,-17.7809,-0.007745435,0.04845664,12.64902,-6.662884,-3.462606,3.168359,0.9705836,-4.52225,-14.11577,-2.766643,17.21538,-6.437088,2.297803,5.340204,5.133357,-2.819482,-1.36573,-1.075564,-16.60868,-2.994214,-7.384135,-0.614758,0.2065338,22.18542,-1.536246,-7.289088,-6.205988,-2.024004,7.570233,6.83779,-4.250392,2.468628,11.51805,-21.99494,0.974179
400,-8.287924,1.485587,-3.797668,14.93858,2.317777,2.040472,-22.91033,0.000792302,0,12.93161,-8.621277,-20.7723,12.46592,-3.68766,-1.010656,-18.39104,-0.006837019,0.03956468,13.14559,-6.602983,-3.556058,3.168915,0.853077,-4.647303,-14.08467,-2.822309,17.21562,-6.499567,2.399636,5.76192,5.148183,-2.900836,-1.4992,-1.26764,-16.70246,-3.04639,-7.674551,-0.4732433,0.1948336,22.22976,-1.400339,-7.272813,-6.229165,-1.881384,7.27894,6.896513,-4.252141,2.339503,11.79679,-22.06356,0.9803861
410,-8.220222,1.588538,-3.828992,15.57502,3.090538,4.696027,-24.41093,-0.0001639245,0,13.60701,-8.490301,-23.18006,12.67088,-3.901008,-0.7430948,-19.02913,-0.006215472,0.03956468,13.63544,-6.575526,-3.678019,3.149395,0.741376,-4.770646,-14.05444,-2.854958,17.20214,-6.53498,2.459413,5.972919,5.179449,-2.962759,-1.454949,-1.418997,-16.79884,-3.090412,-7.90249,-0.3465706,0.1823843,22.27555,-1.274288,-7.250956,-6.241113,-1.731445,6.999127,6.953417,-4.264948,2.189548,12.6003,-22.4048,1.109241
420,-8.128616,1.708005,-3.868676,16.21847,3.953033,7.386552,-26.02147,-0.001700717,0,14.29644,-8.348964,-25.73073,12.83151,-4.122736,-0.4528397,-19.63035,-0.005600755,0.02797646,14.10731,-6.559208,-3.814081,3.08534,0.6089865,-4.892247,-14.02296,-2.887319,17.14744,-6.53678,2.505147,6.15719,5.212557,-3.064549,-1.423953,-1.521357,-16.90596,-3.126812,-8.039808,-0.2112578,0.1735894,22.3209,-1.130355,-7.217816,-6.2194,-1.546869,6.739218,7.031488,-4.297118,2.033843,12.93486,-22.64846,1.170025
430,-7.998093,1.835518,-3.932086,16.85917,4.869269,10.00439,-27.75501,-0.00360634,0,15.00093,-8.049876,-28.19695,12.96607,-4.3234,-0.03956468,-20.25609,-0.002055887,0,14.58083,-6.57041,-4.02662,2.962732,0.4646714,-5.03217,-14.02026,-2.923082,17.04303,-6.484555,2.534972,6.294306,5.240787,-3.190395,-1.406392,-1.575325,-17.00433,-3.155605,-8.073727,-0.07561702,0.1897456,22.34632,-1.015144,-7.122408,-6.148798,-1.33178,6.503324,7.130721,-4.35943,1.916323,13.25045,-22.90913,1.247254
450,-7.849455,1.947642,-4.032646,17.48087,5.740631,12.34926,-29.51134,-0.005389019,0,15.67332,-7.550521,-30.20223,13.083,-4.522077,0.2332305,-20.86952,-0.0002390566,0,15.02148,-6.58114,-4.083942,2.771352,0.3427457,-5.203189,-14.04444,-2.913363,16.89822,-6.363963,2.573746,6.372116,5.294501,-3.310893,-1.391283,-1.627265,-17.14115,-3.189973,-7.972304,0.02381004,0.2365626,22.33176,-0.9321091,-6.988113,-6.00864,-1.116976,6.311764,7.247573,-4.46596,1.851923,13.47899,-23.1714,1.32707
460,-7.408965,2.178195,-4.331783,18.76282,6.607245,13.66598,-33.00419,-0.006837019,0.02797646,17.38015,-5.801918,-30.4221,13.218,-4.9307,0.7300779,-22.10291,0.002547661,0,15.78295,-6.580068,-4.068183,2.271847,0.2699837,-5.642919,-14.21834,-2.863536,16.66502,-6.031175,2.749796,6.3464,5.403523,-3.55079,-1.336473,-1.593973,-17.11012,-3.205829,-7.493969,-0.02266257,0.4140146,22.20099,-0.8776861,-6.739939,-5.567782,-0.9245038,6.095718,7.494389,-4.70361,1.85298,13.54634,-23.43649,1.434496
