Timestamp,Pelvis_extension,Pelvis_lateral_flexion_rotation,Pelvis_axial_rotation,LeftHip_flexion,LeftHip_adduction,LeftHip_external_rotation,LeftKnee_flexion,LeftKnee_adduction,LeftKnee_external_rotation,LeftAnkle_dorsiflexion,LeftAnkle_inversion,LeftAnkle_internal_rotation,RightHip_flexion,RightHip_adduction,RightHip_external_rotation,RightKnee_flexion,RightKnee_adduction,RightKnee_external_rotation,RightAnkle_dorsiflexion,RightAnkle_inversion,RightAnkle_internal_rotation,Thorax_extension,Thorax_lateral_flexion_rotation,Thorax_axial_rotation,LeftScapula_protraction,LeftScapula_medial_rotation,LeftScapula_posterior_tilt,LeftShoulder_flexion,LeftShoulder_abduction,LeftShoulder_external_rotation,LeftElbow_flexion,LeftElbow_abduction,LeftElbow_pronation,LeftWrist_flexion,LeftWrist_abduction,LeftWrist_pronation,Neck_flexion,Neck_left-ward_tilt,Neck_right-ward_rotation,RightScapula_protraction,RightScapula_medial_rotation,RightScapula_posterior_tilt,RightShoulder_flexion,RightShoulder_abduction,RightShoulder_external_rotation,RightElbow_flexion,RightElbow_abduction,RightElbow_pronation,RightWrist_flexion,RightWrist_abduction,RightWrist_pronation
2480,-2.571464,0.3817393,2.103754,18.05201,-9.392739,-4.226097,-28.95197,-0.004364491,0,12.08124,0.5326182,-24.7328,22.87399,3.481839,8.642339,-52.25786,-0.9629747,1.959646,15.43042,4.906746,-9.092974,3.070329,0.6878957,0.4706381,-13.13368,-3.461308,15.47748,1.029646,-2.242452,2.193666,5.109254,-0.3146395,0.8987461,4.045591,-25.60456,-1.134359,-21.57048,-3.859685,11.94532,23.66978,-3.918179,-7.27373,-3.60462,-0.6029587,3.823922,8.36032,-3.712167,5.830119,9.471498,-14.09554,0.2398483
2490,-2.617709,0.4907559,2.105149,16.98924,-9.376456,-4.319196,-27.15621,-0.002554491,0,11.61147,1.064615,-24.84893,23.6575,3.252188,8.840758,-51.55427,-0.9739372,2.013145,14.6047,3.886869,-10.40722,3.044911,0.6444693,0.5200178,-13.18633,-3.421604,15.3907,1.271032,-2.308086,2.059951,5.221834,-0.3042303,1.118726,4.069097,-26.02032,-1.028696,-21.69361,-3.909914,12.01058,23.65889,-3.951613,-7.266498,-3.561285,-0.5366834,3.783187,8.484825,-3.780537,5.991783,9.941665,-14.02033,0.2564087
2510,-2.673129,0.5773764,2.107844,15.90086,-9.365761,-4.407623,-25.29947,-0.001208944,0,11.1156,1.602185,-24.96891,24.40487,2.976829,8.863638,-50.71938,-0.9927612,2.090783,13.58565,2.814994,-11.46463,3.015777,0.594807,0.5657911,-13.23618,-3.379332,15.31586,1.513619,-2.361072,1.919543,5.31596,-0.3123309,1.346975,4.116611,-26.37956,-0.9240804,-21.79625,-3.950178,12.07176,23.64373,-3.979658,-7.254959,-3.509949,-0.4511079,3.749917,8.586661,-3.849208,6.113273,10.08017,-13.97306,0.2609472
2520,-2.739526,0.647017,2.103103,14.80051,-9.362106,-4.49954,-23.39885,-0.0003415095,0,10.59643,2.150724,-25.09513,25.10267,2.695165,8.823141,-49.75451,-1.002706,2.15858,12.43559,1.743235,-12.28817,2.983144,0.5414428,0.598725,-13.28895,-3.33764,15.24999,1.75357,-2.400369,1.770344,5.397827,-0.3346656,1.562603,4.197453,-26.68309,-0.8204377,-21.87941,-3.981604,12.13235,23.61972,-4.018057,-7.247302,-3.452357,-0.3522151,3.732835,8.668186,-3.910147,6.188652,10.20828,-13.88582,0.2548778
2530,-2.90569,0.7245601,2.046219,12.55484,-9.395793,-4.717004,-19.43137,0.0005122642,0,9.458207,3.310668,-25.38252,26.36842,2.336464,9.00283,-47.53206,-0.9524767,2.159033,10.2018,-0.1224994,-13.67029,2.918462,0.5021487,0.6042554,-13.42241,-3.192348,15.17135,2.197934,-2.377264,1.450275,5.54369,-0.4049073,1.908956,4.433189,-27.12099,-0.6299395,-21.99549,-4.102936,12.24518,23.53083,-4.201188,-7.231014,-3.32802,-0.2112177,3.768762,8.762866,-3.985941,6.216404,10.23885,-13.76759,0.2246844
2540,-3.002179,0.7312879,1.993509,11.36664,-9.427614,-4.861235,-17.2936,0.0006010567,0,8.81334,3.939455,-25.53344,26.95155,2.206424,9.048198,-46.31063,-0.9258322,2.160936,9.177038,-0.9836634,-14.20685,2.88215,0.5347492,0.5914913,-13.48613,-3.073298,15.15716,2.39833,-2.311645,1.306349,5.61831,-0.438867,2.022553,4.579966,-27.26856,-0.5424856,-22.02172,-4.218072,12.27877,23.50914,-4.238276,-7.198191,-3.261948,-0.1958353,3.804333,8.781006,-3.996111,6.197927,10.34416,-13.63241,0.1948336
2550,-3.102992,0.7219852,1.926712,10.09853,-9.457134,-5.02843,-14.9893,0.000505434,0,8.09369,4.619537,-25.69504,27.4907,2.114661,9.097618,-45.02888,-0.8985251,2.163742,8.205137,-1.821318,-14.67106,2.847989,0.5731417,0.5647526,-13.55061,-2.954378,15.15487,2.577774,-2.240968,1.169144,5.694779,-0.4710782,2.095084,4.727333,-27.37567,-0.4618246,-22.03284,-4.340947,12.30996,23.47152,-4.311359,-7.174277,-3.19886,-0.1907741,3.850642,8.782526,-3.994165,6.182155,10.43322,-13.50652,0.1690205
2560,-3.202896,0.7003539,1.845996,8.697932,-9.483991,-5.291354,-12.43064,0.0001707547,0,7.25715,5.37389,-25.80097,27.98095,2.053483,9.147484,-43.69646,-0.8667579,2.157945,7.229847,-2.65094,-15.0543,2.817097,0.6153113,0.5226451,-13.61587,-2.904777,15.1588,2.735879,-2.166363,1.042301,5.770204,-0.5035557,2.126885,4.873591,-27.45579,-0.3851218,-22.03397,-4.434712,12.35821,23.43091,-4.380419,-7.158893,-3.123805,-0.1780411,3.907292,8.750528,-4.002771,6.179871,10.5582,-13.3673,0.1467098
2570,-3.295268,0.6641813,1.751224,7.056969,-9.491395,-5.652428,-9.418013,-4.098114E-05,0,6.223308,6.248851,-25.86819,28.42214,2.032787,9.199409,-42.33522,-0.8318624,2.144388,6.229102,-3.484899,-15.37346,2.790848,0.657433,0.4652019,-13.68184,-2.860647,15.17031,2.837453,-2.119787,0.9180526,5.873796,-0.5064107,2.124399,5.025585,-27.52417,-0.3140353,-22.02381,-4.496409,12.42216,23.3861,-4.443298,-7.141937,-3.038089,-0.1519511,3.974289,8.687516,-4.048581,6.183264,10.58125,-13.32869,0.1440177
2590,-3.376726,0.6160148,1.645681,4.786429,-9.423742,-6.135585,-5.199611,-0.0001570944,0,4.68383,7.445426,-25.94517,28.81353,2.048859,9.249027,-40.96109,-0.7932172,2.119972,5.22491,-4.298457,-15.63684,2.771775,0.698421,0.3946573,-13.74656,-2.821169,15.19127,2.886629,-2.10394,0.7947062,5.892354,-0.5495365,2.085159,5.571301,-27.72211,-0.1557664,-22.00675,-4.561262,12.4847,23.34051,-4.50272,-7.127309,-2.963656,-0.1370561,4.05412,8.621974,-4.037311,6.195839,10.58197,-13.26751,0.1251145
2600,-3.51608,0.4950999,1.416789,1.843874,-9.40724,-6.925661,-0.07661668,-0.0001639245,0,3.029507,8.933129,-25.92758,30.02945,2.26765,9.321647,-39.35538,-0.7570582,2.113222,3.58605,-6.277388,-16.16945,2.764563,0.7673035,0.2315465,-13.86147,-2.765277,15.26323,2.925162,-2.089659,0.5627188,5.86381,-0.6283706,1.978728,5.834689,-27.90012,-0.03426402,-21.97592,-4.696657,12.60418,23.26856,-4.603479,-7.107547,-2.844687,-0.1153499,4.246964,8.440036,-3.969713,6.222016,10.60085,-13.14553,0.07401875
2610,-3.57566,0.4249061,1.294222,1.615558,-9.517794,-7.103157,-0.04845664,-0.0001775849,0,3.289619,8.96573,-25.90163,30.66033,2.419226,9.340245,-38.74331,-0.7448184,2.114611,2.758041,-7.357255,-16.41491,2.78256,0.7946652,0.1426525,-13.90691,-2.749909,15.31353,2.898608,-2.091344,0.443935,5.827193,-0.6584712,1.938459,6.115422,-28.03535,0.03956468,-21.97229,-4.765635,12.65944,23.24693,-4.641018,-7.108485,-2.8248,-0.1219466,4.335838,8.343249,-3.916595,6.241616,10.60456,-13.12136,0.05934703
2620,-3.628819,0.344303,1.167346,1.360562,-9.620137,-7.228273,0,-0.0001912453,0,3.564198,8.966146,-25.94024,31.26085,2.590663,9.328475,-38.17419,-0.7302701,2.106822,1.919792,-8.432968,-16.65667,2.813621,0.8147665,0.03956468,-13.94352,-2.741959,15.37082,2.840004,-2.099097,0.3202812,5.782284,-0.6828618,1.921525,6.393564,-28.17508,0.1266688,-21.97845,-4.828958,12.71172,23.23481,-4.665661,-7.115601,-2.824107,-0.1219466,4.418053,8.233015,-3.857582,6.259808,10.50996,-13.17877,0.05595291
2640,-3.647441,0.2795733,1.028505,1.128999,-9.703554,-7.310645,-0.07661668,-0.0001639245,0,3.913265,8.893726,-26.0203,31.78712,2.771834,9.429213,-37.63388,-0.654298,1.91663,1.154197,-9.449068,-16.86433,2.856636,0.8269652,-0.05233916,-13.97051,-2.743168,15.43611,2.748016,-2.11313,0.1932534,5.735213,-0.7054083,1.932088,6.66968,-28.3174,0.2027088,-21.99444,-4.885423,12.76263,23.23136,-4.679123,-7.126841,-2.840762,-0.1186941,4.492598,8.111475,-3.797722,6.280571,10.47426,-13.16802,0.02797646
2650,-3.670505,0.1495402,0.7335538,0.5237671,-9.827372,-7.513216,0,-0.0001639245,0,4.538982,8.735218,-26.16715,32.70633,3.169126,9.817824,-36.67807,-0.4169762,1.255386,-0.09278741,-11.31217,-17.34882,2.985768,0.8207155,-0.3058279,-14.01085,-2.780297,15.59754,2.460686,-2.173849,-0.04531831,5.648404,-0.7438759,1.989873,7.076206,-28.49622,0.2914124,-22.06771,-4.983996,12.89189,23.22713,-4.679049,-7.180673,-2.934449,-0.07401875,4.630486,7.802579,-3.737507,6.355021,10.59567,-13.12605,0.02797646
2660,-3.682861,0.1009843,0.5794597,0.2733977,-9.866352,-7.672096,-0.04845664,-0.0001980755,0,4.881263,8.625675,-26.16867,33.08676,3.284242,9.846283,-36.21418,-0.3065935,0.9356545,-0.660568,-12.18171,-17.53681,3.04928,0.7958741,-0.4320539,-14.00377,-2.817036,15.67576,2.301718,-2.230814,-0.1075277,5.697567,-0.7010916,2.019551,7.323355,-28.61486,0.3560827,-22.10909,-5.008243,12.9506,23.24781,-4.659487,-7.205764,-2.98911,-0.02797646,4.6698,7.611746,-3.741919,6.400216,10.612,-13.1562,0.02797646
2670,-3.700205,0.06544688,0.4210443,0,-9.877423,-7.859526,0,-0.0001912453,0,5.185347,8.537286,-26.15085,33.4031,3.312246,9.716445,-35.75771,-0.2020029,0.6243232,-1.164493,-13.03233,-17.55196,3.120607,0.7562454,-0.5664824,-13.9851,-2.86745,15.75813,2.133041,-2.305456,-0.128469,5.725978,-0.6563607,2.024971,7.445318,-28.62101,0.3700944,-22.1632,-5.012314,13.01143,23.27103,-4.632986,-7.234161,-3.053899,0.02797646,4.693768,7.403322,-3.748572,6.442995,10.61689,-13.1602,0.02797646
2680,-3.724205,0.03869302,0.2586879,-0.2954137,-9.874056,-8.052471,0,-0.0001570944,0,5.502815,8.446014,-26.13029,33.64157,3.288224,9.525078,-35.31493,-0.1060045,0.3310224,-1.629068,-13.84126,-17.51228,3.202774,0.7000808,-0.7151849,-13.96035,-2.929734,15.84273,1.956147,-2.399472,-0.1115575,5.684204,-0.639176,1.995569,7.61123,-28.61847,0.382573,-22.23408,-4.998045,13.0814,23.28639,-4.601232,-7.268954,-3.130191,0.1046783,4.710823,7.206173,-3.728997,6.472902,10.3442,-13.07721,0
2690,-3.753846,0.01681593,0.09487279,-0.5311863,-9.86642,-8.218287,-0.04845664,-0.0001844151,0,5.896611,8.356668,-26.10788,33.79962,3.25143,9.326537,-34.86086,-0.02962253,0.09487279,-2.100216,-14.58403,-17.50091,3.298178,0.6267108,-0.8769265,-13.93243,-3.005037,15.93089,1.771557,-2.512636,-0.05545431,5.571548,-0.6453505,1.940679,7.814394,-28.60731,0.3911712,-22.32261,-4.962829,13.15871,23.29198,-4.563434,-7.313033,-3.22033,0.1907741,4.727208,7.02719,-3.681991,6.481924,10.25498,-12.93111,-0.03956468
2710,-3.790184,0.003647321,-0.06852804,-0.7962303,-9.83785,-8.34525,0,-0.0001980755,0,6.194668,8.255773,-26.14414,33.85908,3.206808,9.146774,-34.34307,0.02648747,-0.08622923,-2.651956,-15.18428,-17.64796,3.405478,0.5363542,-1.050157,-13.90326,-3.087218,16.0183,1.578924,-2.645897,0.0396834,5.433937,-0.6450158,1.871685,8.01158,-28.57388,0.3891652,-22.42842,-4.906439,13.24136,23.28422,-4.525014,-7.361647,-3.322191,0.2880355,4.749762,6.841403,-3.629453,6.469872,10.17326,-12.75319,-0.08156469
2720,-3.890179,0.01015649,-0.3769049,-1.187127,-9.741803,-8.48369,0,-0.0001775849,0,6.805386,8.001027,-26.28926,33.66072,2.908397,8.280908,-32.96279,0.1173495,-0.3966355,-3.67786,-16.01752,-17.55267,3.658643,0.3204452,-1.42189,-13.84723,-3.250699,16.19164,1.157075,-2.957706,0.3343582,5.103306,-0.6160899,1.722606,8.393513,-28.46498,0.3577275,-22.68964,-4.746497,13.41602,23.23688,-4.454765,-7.477113,-3.558315,0.4909863,4.829558,6.455764,-3.495677,6.374675,10.26085,-12.46453,-0.1370561
2730,-3.949726,0.02842725,-0.5162413,-1.342901,-9.671425,-8.566647,-0.0656106,-0.0001639245,0,7.109313,7.844131,-26.31585,33.33476,2.777722,7.987556,-32.07401,0.1170763,-0.4073442,-4.148268,-16.14452,-17.81479,3.798751,0.2045437,-1.614831,-13.8249,-3.318441,16.27054,0.9249271,-3.124181,0.5301456,4.921473,-0.5817614,1.64044,8.576637,-28.39048,0.329838,-22.83417,-4.65655,13.5024,23.19666,-4.432588,-7.536869,-3.678232,0.5855064,4.892697,6.248271,-3.411809,6.297374,10.18532,-12.24238,-0.1780411
2740,-4.018344,0.04846019,-0.6731851,-1.524184,-9.580666,-8.726295,-0.06255726,-0.0001844151,0,7.363219,7.688211,-26.2899,32.84719,2.63088,7.701406,-31.04336,0.1130806,-0.4073442,-4.584839,-16.14713,-18.05593,3.942878,0.09002873,-1.806345,-13.80505,-3.370282,16.34039,0.6786853,-3.289262,0.7551389,4.733835,-0.5337042,1.553308,8.756857,-28.30569,0.2947506,-22.97655,-4.568085,13.58042,23.15358,-4.4214,-7.596829,-3.791579,0.6693957,4.971053,6.026688,-3.317184,6.204219,9.846024,-11.85567,-0.2446942
2760,-4.07631,0.08150465,-0.7873334,-1.740913,-9.461294,-8.884028,0,-0.0001570944,0,7.565871,7.533986,-26.23068,32.17287,2.437387,7.364232,-29.81511,0.1046658,-0.3936644,-5.04706,-15.99651,-18.23286,4.089787,-0.01891279,-1.994196,-13.79117,-3.405553,16.40122,0.4173099,-3.446908,0.9988605,4.543468,-0.472574,1.471932,8.929049,-28.20923,0.2517883,-23.11146,-4.485973,13.64728,23.10677,-4.42291,-7.657603,-3.895561,0.7375443,5.061894,5.791056,-3.213775,6.106375,9.746145,-11.61284,-0.2790645
2770,-4.184322,0.158959,-1.010656,-2.155586,-9.137298,-9.191759,0,-0.0001775849,0,7.96733,7.078173,-26.097,30.22852,1.99404,6.722312,-26.72817,0.08523393,-0.3588198,-6.032865,-15.14103,-18.29746,4.384052,-0.1997216,-2.364799,-13.79584,-3.416365,16.49769,-0.1506579,-3.712251,1.51245,4.324905,-0.3488997,1.15792,9.259879,-28.09405,0.1897456,-23.34612,-4.368152,13.74638,22.99276,-4.470243,-7.770921,-4.067557,0.8161334,5.283432,5.283757,-2.992238,5.919272,9.804135,-11.28591,-0.3177519
2790,-4.239839,0.1956166,-1.132979,-2.394246,-8.912816,-9.319834,-0.02797646,-0.0001707547,0,8.16544,6.746813,-26.0536,28.95003,1.750953,6.415546,-24.84894,0.06963378,-0.3171355,-6.586778,-14.45689,-18.18568,4.530775,-0.2602097,-2.548526,-13.81755,-3.387453,16.53668,-0.4652019,-3.802099,1.774026,4.147796,-0.2609064,1.118901,8.954141,-27.74369,0,-23.44214,-4.344096,13.77397,22.92335,-4.520841,-7.821022,-4.135549,0.8168523,5.411791,5.013212,-2.87956,5.840666,9.351139,-10.90634,-0.3560827
2800,-4.363588,0.2380731,-1.414854,2.811881,-9.372379,-8.802478,-11.53907,0.000109283,0,13.35723,2.967628,-25.29482,27.53132,1.398802,5.501782,-23.4747,0.04818698,-0.23239,-6.297032,-13.41057,-17.70034,4.827711,-0.3077888,-2.914233,-13.89952,-3.27789,16.59743,-1.236381,-3.850461,2.467501,3.903094,-0.09388778,0.922597,9.403288,-27.53251,-0.1370561,-23.60079,-4.380556,13.79132,22.75888,-4.670231,-7.903781,-4.241825,0.7260464,5.689739,4.445146,-2.631631,5.800694,9.381545,-10.6212,-0.3727285
2810,-4.427663,0.2405524,-1.580658,3.686952,-9.358992,-8.803594,-13.83597,0.0004234717,0,14.48495,1.989935,-25.08275,26.92469,1.28273,5.122008,-22.92793,0.03381627,-0.1678588,-5.748082,-12.47024,-17.68834,4.972993,-0.3097149,-3.096108,-13.95763,-3.19883,16.6279,-1.594341,-3.821518,2.697897,3.747477,-0.00142751,0.9429458,9.469858,-27.32528,-0.2601963,-23.65986,-4.429911,13.78988,22.66962,-4.743218,-7.935432,-4.285372,0.6483091,5.840221,4.188719,-2.50073,5.825948,8.87489,-10.32593,-0.3936644
2830,-4.476891,0.2610362,-1.817039,4.198713,-9.286332,-8.935009,-15.47514,0.0006898491,0,15.32011,1.164834,-24.90031,26.62033,1.134631,4.621817,-22.96243,0.02966351,-0.1467098,-4.87548,-11.3158,-17.45324,5.108181,-0.2880291,-3.280978,-14.02808,-3.110639,16.65411,-1.949332,-3.755567,2.91507,3.596463,0.09936559,0.9581792,9.509608,-27.08646,-0.3986039,-23.69413,-4.515411,13.7855,22.58472,-4.812702,-7.941515,-4.322776,0.5432066,6.006386,3.951015,-2.379679,5.863877,8.693641,-10.17439,-0.3995845
2840,-4.524632,0.2670331,-1.997628,4.38767,-9.136123,-8.659775,-16.35045,0.0006761887,0,15.8047,0.4982282,-25.1833,26.56029,0.9643407,3.973207,-23.25369,0.02455453,-0.1203313,-4.696152,-10.07324,-16.67888,5.189615,-0.2387766,-3.467748,-14.09546,-3.014361,16.63586,-2.24315,-3.645024,3.125939,3.432393,0.2008281,0.9661109,9.148665,-26.64139,-0.63025,-23.65932,-4.664671,13.77431,22.50364,-4.898277,-7.874547,-4.309435,0.4168407,6.18378,3.744183,-2.28739,5.911982,8.510593,-10.05316,-0.4005627
2850,-4.474878,0.6378236,-2.40851,4.314749,-8.436486,-7.917206,-17.49069,0.0003005283,0,16.44738,-0.730277,-26.01217,26.60952,0.6103662,4.004382,-24.42515,0.02286064,-0.1046783,-4.635444,-9.587025,-15.21789,5.129959,-0.3177814,-3.775535,-14.12859,-2.983741,16.47235,-2.526929,-3.548341,3.567865,2.922015,0.4214158,0.9883377,9.542336,-26.14264,-0.8778186,-23.45451,-4.745622,13.70472,22.40164,-4.944135,-7.745749,-4.044672,0.3310224,6.459597,3.262788,-2.17939,6.014901,8.520648,-10.00791,-0.3538778
2860,-4.463527,0.9321159,-2.614866,4.203794,-7.962464,-7.495409,-18.00513,2.049057E-05,0,16.72424,-1.384199,-26.43804,26.63958,0.400816,4.325177,-25.16134,0.01678861,-0.07401875,-4.082695,-8.906758,-14.50607,5.040767,-0.4150364,-3.853613,-14.0824,-3.021444,16.40363,-2.589139,-3.535849,3.85041,2.603162,0.5595633,0.9557254,9.543674,-25.73742,-1.065327,-23.36139,-4.57456,13.61619,22.42953,-4.917463,-7.72507,-3.847969,0.3426407,6.509327,3.008628,-2.112653,6.053885,8.397583,-9.956408,-0.3316129
2870,-4.44378,1.228451,-2.798413,4.10985,-7.473258,-6.958972,-18.56838,-0.0002800378,0,16.9357,-2.069472,-26.94768,26.64023,0.197973,4.722234,-25.86264,-0.01051849,0.04423466,-3.548838,-8.944139,-14.4714,4.956736,-0.5285473,-3.941736,-14.06522,-3.072854,16.36751,-2.664841,-3.552643,4.131342,2.286275,0.7381454,0.8699816,9.518988,-25.28893,-1.253514,-23.12677,-4.489586,13.50443,22.45947,-4.878975,-7.710678,-3.672265,0.3690354,6.555226,2.793582,-2.03526,6.063462,8.050984,-9.896548,-0.3280534
2880,-4.375645,1.529389,-2.944904,4.103269,-6.967845,-6.346562,-19.37411,-0.0007035095,0,17.08228,-2.830704,-27.44477,26.5976,-0.1087025,4.943715,-26.5358,-0.03177404,0.132704,-3.139807,-9.073517,-13.94209,4.888962,-0.6379943,-4.105034,-14.13639,-3.129217,16.37523,-2.779533,-3.569358,4.344984,1.992134,0.9382973,0.7607903,9.474278,-24.80454,-1.432994,-22.98464,-4.478965,13.62008,22.4259,-4.853218,-7.715589,-3.540608,0.3891652,6.646778,2.624654,-1.96482,6.048215,7.968265,-9.903986,-0.3177519
2890,-4.258828,1.85122,-3.064011,4.276771,-6.446244,-5.646322,-20.61842,-0.001345547,0,17.22782,-3.694572,-27.90678,26.50968,-0.4637493,5.222885,-27.19789,-0.04600133,0.1876719,-2.81209,-9.077806,-13.58317,4.826331,-0.7386099,-4.339056,-14.2826,-3.185184,16.42116,-2.932447,-3.575387,4.488035,1.731897,1.134809,0.6769533,9.889485,-24.54395,-1.552047,-22.76427,-4.4651,13.60489,22.32723,-4.845295,-7.739868,-3.4431,0.392669,6.767823,2.497714,-1.8994,6.032215,8.064286,-9.910291,-0.302612
2910,-4.123788,2.190175,-3.159511,4.693273,-5.893019,-4.767976,-22.3223,-0.002315434,0,17.38126,-4.617727,-28.46269,26.42516,-0.8847417,5.323217,-27.8681,-0.06695635,0.268341,-2.175559,-8.898186,-13.36825,4.745573,-0.8425653,-4.584839,-14.43729,-3.239429,16.47761,-3.103938,-3.592759,4.612024,1.515945,1.320549,0.6407191,8.693257,-23.79176,-1.814236,-22.65732,-4.408225,13.70208,22.21964,-4.834497,-7.769556,-3.348722,0.3800071,6.847948,2.409241,-1.836815,6.049479,7.816729,-9.99034,-0.2797648
2920,-3.894757,2.686054,-3.248235,5.441001,-4.787812,-2.32877,-25.57037,-0.004658189,0,17.1529,-6.2019,-30.28714,26.09953,-1.393932,5.864211,-29.09449,-0.1000145,0.3830841,-0.6122975,-8.769601,-13.64919,4.519521,-1.070557,-4.997242,-14.69401,-3.351567,16.58708,-3.472939,-3.686952,4.840979,1.223493,1.676409,0.7146374,8.876705,-23.23106,-2.055475,-22.43819,-4.313367,13.94178,22.10379,-4.750936,-7.799535,-3.152315,0.2571706,6.596685,2.399636,-1.608708,6.464354,7.74215,-10.09126,-0.2462884
2930,-3.730194,2.823354,-3.260027,5.525064,-4.203312,-0.7564052,-26.83277,-0.005682718,0,16.64365,-6.818066,-31.63059,25.66152,-1.369876,6.711626,-29.49674,-0.1015922,0.3841043,-0.04845664,-8.866118,-14.30933,4.38566,-1.169622,-5.167784,-14.80433,-3.384489,16.62402,-3.664953,-3.724468,4.918146,1.144834,1.831891,0.8166127,8.604552,-22.94627,-2.194815,-22.2869,-4.344827,13.97255,22.099,-4.687893,-7.7714,-3.05691,0.2298502,6.409873,2.430352,-1.572378,6.606844,7.460562,-10.21521,-0.2238118
2950,-3.564362,2.896212,-3.271956,5.580791,-3.570898,1.032682,-28.05382,-0.006365736,0.02797646,15.895,-7.335568,-33.25049,25.14593,-1.500804,6.793935,-29.75975,-0.09067759,0.3397734,0.4454334,-9.241048,-14.18741,4.223826,-1.239433,-5.355111,-14.93953,-3.388805,16.62749,-3.832774,-3.717733,4.936424,1.096287,1.947635,0.9477068,8.296401,-22.7091,-2.327593,-22.22441,-4.466903,13.94857,22.09592,-4.621641,-7.706247,-2.943707,0.2074791,6.193172,2.483095,-1.573601,6.74026,7.337807,-10.30797,-0.20842
2960,-3.409788,2.997756,-3.303161,5.763304,-2.930909,2.440719,-29.46094,-0.006072038,0,14.95723,-7.745858,-34.54627,24.5907,-1.773937,6.568831,-29.89837,-0.07175796,0.2668786,0.9675278,-9.616858,-13.75362,3.986737,-1.257677,-5.555591,-15.08721,-3.324151,16.58267,-3.914917,-3.648353,4.913898,1.070458,2.019134,1.085524,7.947001,-22.50685,-2.458776,-22.15312,-4.570168,13.99924,22.00764,-4.525369,-7.529445,-2.755556,0.1701742,5.968137,2.544683,-1.6123,6.838851,7.225965,-10.39695,-0.1938267
2970,-3.1794,3.191898,-3.504311,6.816185,-1.696851,4.237159,-33.09694,-0.00687117,0,12.45026,-8.337284,-36.41635,23.60742,-2.333732,6.162016,-30.06153,-0.04163683,0.1545051,1.938459,-10.20476,-12.90565,3.490932,-1.210398,-5.923046,-15.27202,-3.108187,16.55051,-4.032743,-3.309496,4.840043,1.111884,2.04653,1.386633,7.14633,-22.09273,-2.721604,-22.15832,-4.95367,14.02694,22.0673,-4.424344,-7.201216,-2.336154,0.1065312,5.444433,2.691009,-1.776737,6.942548,7.093401,-10.54736,-0.1701742
2980,-3.128251,3.355453,-3.711882,7.772083,-0.9028759,5.068288,-35.35094,-0.007786416,0.02797646,10.81023,-8.26847,-37.54642,23.24213,-2.582242,6.302789,-30.09603,-0.03727234,0.1384764,2.291577,-10.36947,-12.727,3.24335,-1.155436,-6.140408,-15.33573,-2.991234,16.53811,-4.083174,-3.071923,4.755267,1.187621,2.02718,1.540658,6.742238,-21.84265,-2.838763,-22.2487,-5.226959,14.05523,22.08283,-4.384442,-7.054717,-2.121356,0.07661668,5.216202,2.787409,-1.873179,6.937942,7.004151,-10.59931,-0.1678588
2990,-3.120419,3.558911,-3.995275,8.911804,-0.04734687,5.758099,-37.70462,-0.008824605,0.02797646,8.880711,-7.96353,-38.70981,22.96987,-2.796833,6.647827,-30.14931,-0.03337231,0.1235407,2.591179,-10.51013,-12.68282,3.075553,-1.109926,-6.341215,-15.33241,-2.908363,16.59529,-4.177248,-2.839177,4.704976,1.272878,2.001662,1.680745,6.367136,-21.58431,-2.935116,-22.47281,-5.50365,14.07159,22.12055,-4.364655,-6.997763,-1.992821,0.07661668,4.994357,2.907374,-1.973815,6.88863,7.052241,-10.58832,-0.1802258
3010,-3.135128,3.779362,-4.33445,10.10929,0.916666,6.561872,-40.00998,-0.009862794,0.03426402,6.839596,-7.370327,-40.12862,22.75508,-2.994942,7.054188,-30.23215,-0.0288234,0.1046783,2.813273,-10.68823,-12.66536,2.969793,-1.070099,-6.555772,-15.29554,-2.851099,16.70734,-4.300746,-2.603764,4.671549,1.377714,1.960271,1.798418,6.008575,-21.32253,-3.012464,-22.78339,-5.792717,14.10065,22.15726,-4.362742,-7.019426,-1.944407,0.09065409,4.816725,3.060559,-2.073482,6.797312,7.084435,-10.59487,-0.1876719
3030,-3.299187,4.123945,-5.049582,12.44838,2.365383,7.144711,-44.11755,-0.01185038,0.02797646,3.015257,-5.461733,-42.06852,22.45242,-3.320708,7.528794,-30.49701,-0.005027019,0,3.27028,-11.26293,-12.25778,2.787058,-1.03157,-7.00275,-15.14508,-2.791259,16.95343,-4.502282,-2.167989,4.777806,1.656821,1.800424,1.912029,5.166912,-20.65217,-3.093261,-23.41319,-6.424032,14.18571,22.27347,-4.314433,-7.151023,-1.955647,0.1713202,4.561303,3.463794,-2.236757,6.515055,7.178569,-10.62163,-0.2093567
3040,-3.657466,4.345469,-5.716626,14.6486,3.463391,7.68554,-47.44312,-0.01357159,0.02797646,0.04423466,-3.513525,-43.5034,22.42929,-3.528524,7.628614,-30.81995,0.03755238,-0.1370561,3.739631,-11.88743,-11.51069,2.501237,-1.145006,-7.522066,-15.0199,-2.857881,17.12487,-4.534189,-1.908033,5.111754,2.017418,1.528296,1.852557,4.89813,-20.38228,-3.10772,-23.79323,-6.799856,14.47767,22.39649,-4.130263,-7.237116,-1.955047,0.3214254,4.407808,3.890531,-2.271373,6.315748,7.173757,-10.65387,-0.23239
